wanted O O
to O O
thank O O
you O O
for O O
it B-LABEL O

I O O
really O O
like O O
how O O
you O O
incorporated B-LABEL O
Lily O B-LABEL
s O I-LABEL
powers O I-LABEL
and O I-LABEL
how O B-LABEL
she B-LABEL I-LABEL
learns I-LABEL I-LABEL
to O I-LABEL
let O I-LABEL
go O I-LABEL
of O I-LABEL
her O I-LABEL
fear O I-LABEL
of O I-LABEL
falling O I-LABEL
asleep O I-LABEL
, O O
it O O
was O O
a O O
really O O
sweet O O
and O O
meaningful O O
subplot B-LABEL B-LABEL
. O O

I O O
would O O
like O O
you O O
to O O
know O O
that O O
you O O
have O O
single O O
handedly O O
converted B-LABEL O
me I-LABEL O
over O O
to O O
the O O
Menelaos B-LABEL O
Paris I-LABEL O
agenda I-LABEL O
. O O

Please O O
don't O O
take O O
this O O
the O O
wrong O O
way O O
, O O
but O O
the O O
thing O O
that O O
is O O
bugging O O
me O O
is O O
sex B-LABEL B-LABEL
. I-LABEL O

I O O
really O O
appreciated O O
the O O
coda B-LABEL B-LABEL
in O O
which O O
the O B-LABEL
two B-LABEL I-LABEL
reunite I-LABEL I-LABEL
. O O

I'm O O
going O O
to O O
focus O O
in O O
on O O
one O O
part O O
of O O
it O O
so O O
I O O
can O O
be O O
direct O O
, O O
the O O
structure B-LABEL B-LABEL
of O I-LABEL
the O I-LABEL
story O I-LABEL
really O O
shows O O
how O O
we O O
aros O O
can O O
build O O
on O O
conventional O O
experience O O
to O O
create O O
new O O
ways O O
of O O
helping O O
each O O
other O O
achieve O O
a O O
happy B-LABEL O
life O O
. O O

Absolutely B-LABEL B-LABEL
brilliant I-LABEL I-LABEL
. I-LABEL O

I O O
love O O
how O O
you O O
alternate B-LABEL B-LABEL
and O O
the O O
build O B-LABEL
up O I-LABEL
of O I-LABEL
Achilles B-LABEL B-LABEL
being I-LABEL I-LABEL
asshole I-LABEL O
and I-LABEL B-LABEL
dark I-LABEL O
on O O
the O O
earlier O O
chapter O O
made O O
his O B-LABEL
madness B-LABEL B-LABEL
towards O I-LABEL
the O I-LABEL
end O I-LABEL
so O O
compelling O O
. O O
3 O B-LABEL
. O O

Now O O
if O O
Patroclus B-LABEL B-LABEL
isn't O O
really B-LABEL O
freaking I-LABEL O
brave I-LABEL O
, O O
then O O
I O O
don't O O
know O O
what O O
. O O

I've O O
got O O
to O O
the O O
point O O
where O O
I O O
want O O
Automedon B-LABEL B-LABEL
and I-LABEL I-LABEL
Patroclus I-LABEL I-LABEL
to O I-LABEL
be O I-LABEL
together O I-LABEL
, O O
which O O
has O O
never O O
happened O O
before O O
, O O
because O O
they're O O
so O O
cute O O
and O O
in B-LABEL B-LABEL
love I-LABEL I-LABEL
and O O
forbidden B-LABEL B-LABEL
love I-LABEL I-LABEL
is O O
my O O
weakness O O
omg O B-LABEL
! O O

Ah O O
I O O
love O O
this O O
story B-LABEL B-LABEL
already O O
even O O
if O O
they O O
ve O O
just O O
met O O
! O O

Oh B-LABEL B-LABEL
my I-LABEL I-LABEL
goodness I-LABEL I-LABEL
! O O

Fascinating O O
fic B-LABEL B-LABEL
. O O

Holy B-LABEL B-LABEL
shit I-LABEL I-LABEL
this O O
was O O
written O O
nearly O O
a O O
decade O O
ago O O
, O O
so O O
idk O O
if O O
you O O
ll O O
ever O O
see O O
this O O
comment O O
. O O

What O O
is O O
divine O O
within O O
Achilles B-LABEL B-LABEL
recognises O O
what O O
is O O
divine O O
in O O
Troilus B-LABEL B-LABEL
, O O
and O O
he O O
wonders O B-LABEL
. O O

Thank O O
you O O
again O O

Ok O O
but O O
this B-LABEL B-LABEL
HURTS B-LABEL B-LABEL
! O O
! O O

I O O
love O O
your O O
take B-LABEL B-LABEL
on I-LABEL I-LABEL
Olympos B-LABEL I-LABEL
, I-LABEL O
and I-LABEL O
Zeus B-LABEL B-LABEL
and I-LABEL I-LABEL
Ganymede B-LABEL I-LABEL
especially O O
. O O

the O O
myth B-LABEL B-LABEL
of I-LABEL I-LABEL
Eros I-LABEL I-LABEL
and I-LABEL I-LABEL
Psyche I-LABEL I-LABEL
is O O
so O O
underrated O O
and O O
I'm O O
so B-LABEL O
happy I-LABEL O
you O O
chose O O
it O B-LABEL

This B-LABEL B-LABEL
was O O
great O O
. O O

Wiping O O
this O O
weird O O
and O O
immortal O O
version O O
of O B-LABEL
nosebleed O B-LABEL
away O I-LABEL
, O O
Ganymede B-LABEL B-LABEL
walked O I-LABEL
back O I-LABEL
to O I-LABEL
where O I-LABEL
Zeus B-LABEL B-LABEL
lay O I-LABEL
, O O
and O O
even O O
did O B-LABEL
it O O
in O B-LABEL
a O I-LABEL
straight O I-LABEL
line O I-LABEL
. O O

So B-LABEL B-LABEL
sweet I-LABEL I-LABEL
, I-LABEL I-LABEL
so I-LABEL I-LABEL
tender I-LABEL I-LABEL
, I-LABEL O
and I-LABEL B-LABEL
so I-LABEL I-LABEL
wonderful I-LABEL I-LABEL
. O O
Thank O O
you O O
for O O
these O O
amazing O O
words B-LABEL B-LABEL
, O O
especially O O
the O O
last O B-LABEL
line O I-LABEL
Why O O
? O O

bookmarks B-LABEL O
I O O
was O O
, O O
admittedly O O
, O O
a O O
little O O
skeptical O O
about O O
the O O
idea O B-LABEL
of O O
the O B-LABEL
Starks O B-LABEL
, O I-LABEL
Tyrells O I-LABEL
, O I-LABEL
etc O I-LABEL
. O I-LABEL
are O I-LABEL
Greek O B-LABEL
gods O I-LABEL
concept O I-LABEL
it's O O
very B-LABEL O
high I-LABEL O
concept I-LABEL O
, O O
and O O
I'm O O
not B-LABEL O
sure I-LABEL O
it I-LABEL O
100 I-LABEL O
worked I-LABEL O
for I-LABEL O
me I-LABEL O
. O O

was O O
wonderfully O O
sinister O O
, O O
and O O
the O O
explanation B-LABEL B-LABEL
of I-LABEL I-LABEL
why I-LABEL I-LABEL
Hades I-LABEL I-LABEL
became I-LABEL I-LABEL
its I-LABEL I-LABEL
ruler I-LABEL I-LABEL
makes O O
a O O
lot O O
more O O
sense O O
than O O
that O O
that O O
says O O
he O O
was O O
cheated O O
by O O
his O O
brothers O O
. O O

shit O O
dude O O
i O O
was O O
reading O O
fics O O
about O O
this O O
myths O O
for O O
jokes O O
and O O
rating O O
them O O
to O O
my O O
friends O O
but O O
i O O
got O O
so O O
intrigued O O
reading O B-LABEL
this O O
one O O
its O O
so O O
good O O
. O O
your O O
choice B-LABEL B-LABEL
of I-LABEL I-LABEL
words I-LABEL I-LABEL
? O O
? O O

This O O
is O O
THE O O
best O O
Persephone B-LABEL B-LABEL
Hades I-LABEL I-LABEL
fanfic I-LABEL B-LABEL
I O O
have O O
ever O O
read O B-LABEL
, O O
and O O
I O O
include O O
published O B-LABEL
books O I-LABEL
in O O
that O O
assessment O O
. O O

I O O
love O O
how O O
you O O
hint O B-LABEL
how O O
he's B-LABEL B-LABEL
obviously I-LABEL I-LABEL
taken I-LABEL I-LABEL
with I-LABEL I-LABEL
her I-LABEL I-LABEL
from I-LABEL O
the I-LABEL O
very I-LABEL O
first I-LABEL O
moment I-LABEL O
HIS O O
CHOKING O O
on O O
HIS O O
TIE O O
is O O
about O O
my O O
favorite O O
detail B-LABEL B-LABEL
, O O
as O O
well O O
as O O
her O O
noticing O O
how O O
done O O
up O O
tighT O O
it O O
was O O
and O O
I O O
love O O
you O O
making B-LABEL O
him I-LABEL O
Irish I-LABEL O
a O O
nation O O
dealt O O
a O B-LABEL
bad O O
hand O B-LABEL
as O O
he O O
was O O
often O O
, O O
and O O
rainy O O
and O O
overcast O O
as O O
the O O
underworld O O
so O O
often O O
is O O
portrayed O O
to O O
be O O
! O O

As O O
sad O B-LABEL
as O O
so B-LABEL O
much I-LABEL O
of I-LABEL O
this I-LABEL O
was O O
, O O
I O O
loved O O
Angrboða B-LABEL B-LABEL
making I-LABEL I-LABEL
a I-LABEL I-LABEL
place I-LABEL I-LABEL
for I-LABEL I-LABEL
her I-LABEL I-LABEL
grandsons I-LABEL I-LABEL
, O I-LABEL
Jörmungandr B-LABEL B-LABEL
knowing I-LABEL I-LABEL
when I-LABEL I-LABEL
to I-LABEL I-LABEL
let I-LABEL I-LABEL
go I-LABEL I-LABEL
, O I-LABEL
and O I-LABEL
his O I-LABEL
family B-LABEL I-LABEL
. O O

Liked O O
Pyrrhus B-LABEL B-LABEL
punishment I-LABEL I-LABEL
, O O
if O O
I O O
remember O O
correctly O O
he O O
did O O
die O O
as O O
a O O
result O O
of O O
angering O O
the O O
gods O O
. O O

Well O O
I O O
guess O O
technically O O
the O O
plot B-LABEL B-LABEL
emerges O O
! O O

this O O
fic B-LABEL B-LABEL
had O O
me O O
giggling B-LABEL B-LABEL
but O I-LABEL
also O I-LABEL
screaming B-LABEL I-LABEL
and I-LABEL I-LABEL
crying I-LABEL I-LABEL
. O O
also O O
patroclus B-LABEL B-LABEL
begging I-LABEL I-LABEL
achilles I-LABEL B-LABEL
for I-LABEL I-LABEL
a I-LABEL I-LABEL
dog I-LABEL I-LABEL
is O O
the O O
most O O
adorable O O
thing O O
ever O O
? O O
? O O
? O O
? O O

This O O
has O O
some O O
killer O O
sex B-LABEL B-LABEL
scenes I-LABEL I-LABEL
in O O
it O O
. O O

Aphrodite O B-LABEL
apologizing O I-LABEL
and O I-LABEL
Hera O B-LABEL
helping O I-LABEL
Aphrodite O B-LABEL
grieve B-LABEL I-LABEL
. O O

The O O
ending B-LABEL B-LABEL
of I-LABEL O
the I-LABEL O
story I-LABEL O
still O O
makes B-LABEL B-LABEL
me I-LABEL I-LABEL
emotional I-LABEL I-LABEL
, O O
despite O O
how O O
many O O
times O O
I've O O
read O O
it O O
, O O
and O O
I O O
think O O
that's O O
a O O
testament O O
to O O
the O O
quality O O
of O O
your O O
writing B-LABEL B-LABEL
, O O
as O O
well O O
as O O
to O O
how O O
attached O B-LABEL
I've O O
grown O O
to O O
your O O
versions B-LABEL B-LABEL
of I-LABEL I-LABEL
Patroclus I-LABEL B-LABEL
and I-LABEL I-LABEL
Achilles I-LABEL I-LABEL
. O O

This B-LABEL B-LABEL
was O O
so O O
dark O O
and O O
beautiful O O
! O O

YES O O
Big B-LABEL B-LABEL
brother I-LABEL I-LABEL
Patroclus I-LABEL I-LABEL
taking I-LABEL I-LABEL
care I-LABEL I-LABEL
of I-LABEL I-LABEL
little I-LABEL I-LABEL
Briseis I-LABEL I-LABEL
and I-LABEL I-LABEL
other I-LABEL I-LABEL
small I-LABEL I-LABEL
human I-LABEL I-LABEL
I O O
like O O
it O O
. O O

ahh O B-LABEL
, O O
I O O
love O O
all B-LABEL O
the I-LABEL O
details I-LABEL B-LABEL
! O O

Wonderful B-LABEL B-LABEL
as O O
always O O
! O O
! O O

She O O
really O O
should O O
have O O
told O O
him O O
earlier O O
although O O
I O O
don't O O
blame O O
her O O
one O O
bit O O
for O O
NOT O O
telling O O
him O O
; O O
that O O
could O O
have O O
ended O O
badly O O
for O O
everyone O O
. O O
I O O
kind O O
of O O
love O O
Artemis's B-LABEL B-LABEL
style I-LABEL I-LABEL
. I-LABEL O
. I-LABEL O
. I-LABEL O
And I-LABEL O
Aphrodite's I-LABEL B-LABEL
. I-LABEL O
. I-LABEL O
. I-LABEL O
And I-LABEL O
Athena's I-LABEL B-LABEL
. I-LABEL O
. I-LABEL O
. I-LABEL O
Maybe O O
it's O O
just O O
people O O
who O O
have O O
names O O
that O O
start O O
with O O
As O O
or O O
who O O
are O O
sleeping O O
with O O
angels O O
whose B-LABEL O
style I-LABEL B-LABEL
i O O
Like O O
. O O

It's O O
always O O
so O O
entertaining O O
to O O
read B-LABEL B-LABEL
about O O
these B-LABEL O
two I-LABEL O
, O O
there's O O
not O O
many O O
fics B-LABEL O
about O O
them O O
and O O
they O O
have O O
such O O
a O O
complex O O
and O O
toxic O O
relationship B-LABEL B-LABEL
! O O

It's O O
never O O
her O B-LABEL
he O O
wants O O
to O O
hurt B-LABEL O
but O O
she O B-LABEL
always O O
bears O O
the O O
brunt O O
of O O
it O O
, O O
all O O
the O O
same O O
. O O

The B-LABEL O
Iliad I-LABEL B-LABEL
fanfiction I-LABEL I-LABEL
? O O

Translation O B-LABEL
He O O
staggered O O
and O O
swayed O O
worse O O
than O O
Dionysos B-LABEL B-LABEL
on O O
his O O
wildest O O
revelries O O
. O O

I O O
really O O
enjoy O O
seeing O O
all B-LABEL B-LABEL
the I-LABEL I-LABEL
different I-LABEL I-LABEL
layers I-LABEL I-LABEL
and I-LABEL I-LABEL
complications I-LABEL I-LABEL
you I-LABEL O
have I-LABEL O
introduced I-LABEL O
in I-LABEL O
this I-LABEL O
AU I-LABEL O
, O O
they O O
are O O
fascinating O O
to O O
contemplate O O
. O O

There O O
are O O
no O O
words O O
for O O
how O O
much O O
I O O
adore O O
this B-LABEL B-LABEL
. O O

Then O O
you B-LABEL O
had I-LABEL O
me I-LABEL O
lol I-LABEL B-LABEL
ing I-LABEL I-LABEL
at O O
the O O
flash O B-LABEL
bits O I-LABEL
. O O

Just O O
to O O
show O O
that O O
just O O
like O O
how O O
Achilles B-LABEL B-LABEL
decides O I-LABEL
to O I-LABEL
throw O I-LABEL
away O I-LABEL
his O I-LABEL
life O I-LABEL
, O I-LABEL
honor O I-LABEL
and O I-LABEL
humanity O I-LABEL
to O O
avenge O O
Pat B-LABEL B-LABEL
and O O
then O O
some O O
more O O
in O O
the O O
underworld O O
in O O
your O O
last O O
fic O O
Pat B-LABEL B-LABEL
will O O
sacrifice O B-LABEL
his O I-LABEL
own O I-LABEL
humanity O I-LABEL
literally O O
to O O
save O O
the O O
man O O
he O B-LABEL
loves B-LABEL I-LABEL
. O O
Ngl O O
, O O
I O O
wish O O
I O O
had O O
someone O O
that O O
would O O
treat O O
me O O
like O O
Achilles B-LABEL B-LABEL
and O I-LABEL
Pat B-LABEL B-LABEL
treat O O
each O O
otherI O O
cant O O
wait O O
for O O
the O O
next O O
chapter O O
, O O
this B-LABEL B-LABEL
is O O
fantastic O O

oh B-LABEL B-LABEL
my I-LABEL I-LABEL
gosh I-LABEL I-LABEL
, O O
i O O
love O O
this B-LABEL B-LABEL
. O O
i O O
love O O
that O O
persephone B-LABEL B-LABEL
likes I-LABEL I-LABEL
tartarus I-LABEL I-LABEL
. O O
i O O
love O O
that O O
she B-LABEL B-LABEL
chooses I-LABEL I-LABEL
the I-LABEL I-LABEL
seeds I-LABEL I-LABEL
. O O
i O O
love O O
how O O
respectful B-LABEL B-LABEL
hades I-LABEL I-LABEL
is I-LABEL I-LABEL
of I-LABEL I-LABEL
her I-LABEL I-LABEL
. O O
i O O
love O O
this B-LABEL B-LABEL
. O O

Your O O
writing B-LABEL B-LABEL
is O O
gorgeous O O
btw O O
. O O

I O O
AM O O
WEAK O O
TO O O
TEASING B-LABEL O
AND I-LABEL O
PINING I-LABEL O
. O O

I O O
sobbed B-LABEL B-LABEL
effing I-LABEL I-LABEL
buckets I-LABEL I-LABEL
. O O

Ah B-LABEL B-LABEL
ha I-LABEL I-LABEL
! O O

This B-LABEL B-LABEL
is O O
beautiful O O
. O O
I O O
love O O
all O O
your O O
allusions B-LABEL B-LABEL
to I-LABEL I-LABEL
Greek I-LABEL I-LABEL
mythology I-LABEL I-LABEL
and O O
the O O
way O O
your O O
words B-LABEL B-LABEL
fit O I-LABEL
in O O
a O O
breathtaking O O
, O O
lyrical O O
way O O
. O O

I O O
am O O
so O O
glad B-LABEL O
I O O
found O O
it B-LABEL O
. O O

If O O
I O O
could O O
leave O O
kudos B-LABEL B-LABEL
more O O
than O O
once O O
, O O
I O O
would O O
. O O

Such O O
an O O
amazing O O
plot B-LABEL B-LABEL
twist I-LABEL I-LABEL
! O O
! O O
! O O

OHHH B-LABEL B-LABEL
my I-LABEL I-LABEL
gosh I-LABEL I-LABEL
oh I-LABEL B-LABEL
my I-LABEL I-LABEL
gosh I-LABEL I-LABEL
. O O
this B-LABEL B-LABEL
is O O
so O O
azing O O
and O O
beautiful O O
and O O
well O O
written B-LABEL B-LABEL
. O O
the O O
characterization B-LABEL B-LABEL
, O O
the O O
whole B-LABEL O
modern I-LABEL B-LABEL
retelling I-LABEL I-LABEL
of O I-LABEL
it O I-LABEL
, O O
everything B-LABEL O
. O O
wowow B-LABEL B-LABEL

I O O
just O O
would O O
love B-LABEL O
to O O
make O O
this O O
fic O B-LABEL
available O O
for O O
more O O
people O O
, O O
everyone O O
should O O
read O O
this O O

Omg B-LABEL B-LABEL
I O O
love O O
that O O
izuku B-LABEL B-LABEL
is I-LABEL I-LABEL
using I-LABEL I-LABEL
his I-LABEL I-LABEL
powers I-LABEL I-LABEL
to I-LABEL I-LABEL
help I-LABEL I-LABEL
shouto B-LABEL B-LABEL
remember I-LABEL I-LABEL
certain I-LABEL O
things I-LABEL B-LABEL
from I-LABEL O
his I-LABEL O
fight I-LABEL O
. O O

That O O
being O O
said O O
, O O
I O O
would O O
love B-LABEL O
to O O
have O O
Persephone B-LABEL B-LABEL
take O O
care O O
of O O
me O O
next O O
time O O
I O O
m O O
sick O O
. O O

Oh O B-LABEL
yes O I-LABEL
, O O
what O O
a O O
skillful B-LABEL O
job I-LABEL O
of I-LABEL O
portraying I-LABEL B-LABEL
the O O
essence B-LABEL B-LABEL
of I-LABEL I-LABEL
both I-LABEL I-LABEL
characters I-LABEL I-LABEL
, O O
and O O
so O O
much O B-LABEL
of O O
their O B-LABEL
milieu B-LABEL I-LABEL
, O O
in O O
just O O
a O O
few O B-LABEL
hundred O I-LABEL
words O I-LABEL
! O O

I O O
m O O
absolutely O B-LABEL
blown O I-LABEL
away O I-LABEL
from O O
this O O
retelling B-LABEL B-LABEL
. O O

A O O
happy O B-LABEL
place O I-LABEL
, O O
where O O
everything B-LABEL B-LABEL
was O O
wonderful O O
. O O

Oh O O
, O O
my O O
, O O
the O O
quick B-LABEL O
footed I-LABEL O
track I-LABEL O
boys I-LABEL O
with I-LABEL O
long I-LABEL O
blond I-LABEL O
hair I-LABEL O
. O O
. O O
. O O
yep O O
, O O
I O O
wonder O O
why O O
he's O O
been O O
attracted O O
to O O
them O O
! O O

I O O
love O O
how O O
the B-LABEL O
myth I-LABEL B-LABEL
and I-LABEL I-LABEL
the I-LABEL I-LABEL
story I-LABEL I-LABEL
were I-LABEL I-LABEL
told I-LABEL I-LABEL
side I-LABEL I-LABEL
by I-LABEL I-LABEL
side I-LABEL I-LABEL
skdjahskdjhsd B-LABEL O
. O O

This O O
myth B-LABEL B-LABEL
single O O
handedly O O
got O O
me O O
back O O
into O O
the O O
Greek B-LABEL B-LABEL
mythos I-LABEL I-LABEL
. O O
I O O
love O O
this B-LABEL O
fic I-LABEL B-LABEL
so O O
so O B-LABEL
so O I-LABEL
so O I-LABEL
so O O
much O O
. O O

So B-LABEL B-LABEL
beautiful I-LABEL I-LABEL
n O O
so B-LABEL B-LABEL
much I-LABEL I-LABEL
hope I-LABEL I-LABEL
. O O
. O O
. O O

I O O
am O O
crying B-LABEL B-LABEL
This B-LABEL B-LABEL
was O O
so O O
incredibly O O
cute O O
and O O
funny O O
and O O
hot O O
and O O
just O O
all O O
things O O
good O O
and O O
wonderful O O
. O O

That O O
s O O
our O O
sacrifice O O
ouch B-LABEL B-LABEL
you're I-LABEL O
really I-LABEL O
gonna I-LABEL O
hurt I-LABEL O
me I-LABEL O
aren't I-LABEL O
ya I-LABEL O
? O O

What O O
a O O
good O O
place B-LABEL O
to O O
use O O
it O O
too O O
, O O
as O O
though O O
he O O
doesn't O O
want O O
their O O
time O O
together O O
to O O
end O O
Thank O O
you O O
for O O
sharing O O
your O O
beautiful O O
story B-LABEL B-LABEL
with O O
us O O

So O B-LABEL
much O I-LABEL
more O I-LABEL
amusing B-LABEL I-LABEL
! O O

Love O O
this O O
chapter B-LABEL B-LABEL
and O O
I O O
love O O
your O O
dialogue B-LABEL B-LABEL
and O O
I O O
love O O
how O O
Patroclus B-LABEL B-LABEL
is I-LABEL I-LABEL
constantly I-LABEL I-LABEL
learning I-LABEL I-LABEL
and I-LABEL I-LABEL
absorbing I-LABEL I-LABEL
the I-LABEL I-LABEL
world I-LABEL I-LABEL
around I-LABEL I-LABEL
him I-LABEL I-LABEL
. O O

You O O
said O O
your O O
inspiration O O
is O O
WW O B-LABEL
but O O
this O O
is O O
